mgrname,mgrno,rdate,prdate,cusip,shares,no,change,stkname,ticker,indcode,prc,shrout1
BERKSHIRE HATHAWAY INC.,8350,06/30/2013,03/31/2013,92553P20,7607200,0,,VIACOM INC,VIAB,132,42.62,434
BERKSHIRE HATHAWAY INC.,8350,06/30/2013,03/31/2013,92553P20,7607200,0,,VIACOM INC,VIAB,132,42.62,426
BERKSHIRE HATHAWAY INC.,8350,06/30/2013,03/31/2013,92826C83,1555459,0,,VISA INC,V,124,182.75,518
BERKSHIRE HATHAWAY INC.,8350,06/30/2013,03/31/2013,92826C83,1555459,0,,VISA INC,V,124,191.10,515
BERKSHIRE HATHAWAY INC.,8350,06/30/2013,03/31/2013,92927K10,4076325,0,,WABCO HOLDINGS INC,WBC,104,74.69,62
BERKSHIRE HATHAWAY INC.,8350,06/30/2013,03/31/2013,92927K10,4076325,0,,WABCO HOLDINGS INC,WBC,104,84.26,62
BERKSHIRE HATHAWAY INC.,8350,06/30/2013,03/31/2013,93114210,49247235,0,,WAL-MART STORES INC,WMT,118,74.49,3277
BERKSHIRE HATHAWAY INC.,8350,06/30/2013,03/31/2013,93114210,49247235,0,,WAL-MART STORES INC,WMT,118,73.96,3255
BERKSHIRE HATHAWAY INC.,8350,06/30/2013,03/31/2013,93964010,1727765,1727765,,THE WASHINGTON POST CO,WPO,124,483.77,6
BERKSHIRE HATHAWAY INC.,8350,06/30/2013,03/31/2013,93964010,1727765,1727765,,THE WASHINGTON POST CO,WPO,124,611.35,7
BERKSHIRE HATHAWAY INC.,8350,06/30/2013,03/31/2013,94974610,463131623,0,4961300,WELLS FARGO & CO,WFC,105,41.27,5302
BERKSHIRE HATHAWAY INC.,8350,06/30/2013,03/31/2013,94974610,463131623,0,4961300,WELLS FARGO & CO,WFC,105,41.32,5274
BERKSHIRE HATHAWAY INC.,8350,12/31/2013,06/30/2013,02581610,151610700,0,,AMERICAN EXPRESS CO,AXP,105,90.73,1064
BERKSHIRE HATHAWAY INC.,8350,12/31/2013,06/30/2013,06405810,24652836,0,8807,BANK OF NEW YORK MELLON CORP,BK,112,34.94,1142
BERKSHIRE HATHAWAY INC.,8350,12/31/2013,06/30/2013,16725010,9550755,0,,CHICAGO BRIDGE & IRON COMPAN,CBI,124,83.14,108
BERKSHIRE HATHAWAY INC.,8350,12/31/2013,06/30/2013,19121610,400000000,0,,THE COCA-COLA CO,KO,106,41.31,4416
BERKSHIRE HATHAWAY INC.,8350,12/31/2013,06/30/2013,20825C10,11079958,0,-13043953,CONOCOPHILLIPS,COP,112,70.65,1225
BERKSHIRE HATHAWAY INC.,8350,12/31/2013,06/30/2013,22160K10,4333363,0,,COSTCO WHOLESALE CORP,COST,129,119.01,440
BERKSHIRE HATHAWAY INC.,8350,12/31/2013,06/30/2013,23918K10,36461294,0,6513482,DAVITA HEALTHCARE PARTNERS I,DVA,112,63.37,213
BERKSHIRE HATHAWAY INC.,8350,12/31/2013,06/30/2013,24419910,3978767,0,,DEERE & CO,DE,122,91.33,371
BERKSHIRE HATHAWAY INC.,8350,12/31/2013,06/30/2013,25490A30,36514700,0,-760700,DIRECTV,,118,69.06,525
BERKSHIRE HATHAWAY INC.,8350,12/31/2013,06/30/2013,30231G10,41129643,0,41129643,EXXON MOBIL CORP,XOM,112,101.20,4335
BERKSHIRE HATHAWAY INC.,8350,12/31/2013,06/30/2013,36960410,10585502,0,9996602,GENERAL ELECTRIC CO,GE,122,28.03,10117
BERKSHIRE HATHAWAY INC.,8350,12/31/2013,06/30/2013,37045V10,40000000,0,,GENERAL MOTORS CO,GM,124,40.87,1389
BERKSHIRE HATHAWAY INC.,8350,12/31/2013,06/30/2013,38141G10,12631531,0,12631531,GOLDMAN SACHS GROUP INC,GS,112,177.26,453
BERKSHIRE HATHAWAY INC.,8350,12/31/2013,06/30/2013,38463710,1727765,1727765,,GRAHAM HOLDINGS CO,,124,663.32,6
BERKSHIRE HATHAWAY INC.,8350,12/31/2013,06/30/2013,45920010,68121984,0,,INTERNATIONAL BUSINESS MACHI,IBM,108,187.57,1086
BERKSHIRE HATHAWAY INC.,8350,12/31/2013,06/30/2013,47816010,327100,0,,JOHNSON & JOHNSON,JNJ,112,91.59,2821
BERKSHIRE HATHAWAY INC.,8350,12/31/2013,06/30/2013,50076Q10,192666,0,,KRAFT FOODS GROUP INC,,112,53.91,596
BERKSHIRE HATHAWAY INC.,8350,12/31/2013,06/30/2013,52376810,88863,0,,LEE ENTERPRISES INC,LEE,118,3.47,53
BERKSHIRE HATHAWAY INC.,8350,12/31/2013,06/30/2013,53122910,5300000,0,-322340,STARZ,,118,146.29,104
BERKSHIRE HATHAWAY INC.,8350,12/31/2013,06/30/2013,55261F10,5382040,0,,M&T BANK CORP,MTB,124,116.42,131
BERKSHIRE HATHAWAY INC.,8350,12/31/2013,06/30/2013,57636Q10,4050000,0,3645000,MASTERCARD INC,MA,124,835.46,115
BERKSHIRE HATHAWAY INC.,8350,12/31/2013,06/30/2013,58440410,4646220,410242,,MEDIA GENERAL INC,MEG,118,22.60,88
BERKSHIRE HATHAWAY INC.,8350,12/31/2013,06/30/2013,60920710,578000,0,,MONDELEZ INTERNATIONAL INC,,112,35.30,1754
BERKSHIRE HATHAWAY INC.,8350,12/31/2013,06/30/2013,61536910,24669778,0,-252400,MOODY'S CORP,MCO,112,78.47,214
BERKSHIRE HATHAWAY INC.,8350,12/31/2013,06/30/2013,63707110,8880000,0,,NATIONAL OILWELL VARCO INC,NOV,112,79.53,428
BERKSHIRE HATHAWAY INC.,8350,12/31/2013,06/30/2013,71854610,27163918,0,,PHILLIPS 66,,112,77.13,600
BERKSHIRE HATHAWAY INC.,8350,12/31/2013,06/30/2013,74018910,1977336,0,,PRECISION CASTPARTS CORP,PCP,124,269.30,145
BERKSHIRE HATHAWAY INC.,8350,12/31/2013,06/30/2013,74271810,52793078,0,,PROCTER & GAMBLE CO,PG,118,81.41,2711
BERKSHIRE HATHAWAY INC.,8350,12/31/2013,06/30/2013,80105N10,3905875,0,-157800,SANOFI SA,SNY,116,53.63,2652
BERKSHIRE HATHAWAY INC.,8350,12/31/2013,06/30/2013,85571Q10,4541881,0,-1080459,STARZ,,118,29.24,103
BERKSHIRE HATHAWAY INC.,8350,12/31/2013,06/30/2013,86722410,13000000,0,-4769457,SUNCOR ENERGY INC,SU,112,35.07,1489
BERKSHIRE HATHAWAY INC.,8350,12/31/2013,06/30/2013,89102710,4235818,0,,TORCHMARK CORP,TMK,112,78.15,90
